Step	Time	Atoms	Temp	PotEng	KinEng	TotEng	Density
1545000	1545	14364	884.73768	-46488.609	1642.5717	-44846.037	2.5743144
1550000	1550	14364	878.96217	-46482.408	1631.849	-44850.559	2.5684266
1555000	1555	14364	874.87525	-46489.683	1624.2614	-44865.422	2.5784477
1560000	1560	14364	884.16663	-46500.995	1641.5115	-44859.484	2.5683082
1565000	1565	14364	882.35403	-46489.364	1638.1463	-44851.218	2.5765417
1570000	1570	14364	874.1999	-46505.659	1623.0076	-44882.651	2.5737432
1575000	1575	14364	874.30224	-46495.093	1623.1976	-44871.896	2.5719748
1580000	1580	14364	879.5454	-46505.078	1632.9319	-44872.146	2.5789219
1585000	1585	14364	872.51745	-46498.584	1619.884	-44878.7	2.5746454
1590000	1590	14364	875.46935	-46490.811	1625.3644	-44865.447	2.573851
1595000	1595	14364	874.12332	-46508.313	1622.8654	-44885.448	2.5711368
1600000	1600	14364	877.94329	-46481.644	1629.9574	-44851.686	2.576396
1605000	1605	14364	891.55583	-46498.907	1655.23	-44843.677	2.5714886
1610000	1610	14364	881.71246	-46497.747	1636.9551	-44860.792	2.5766721
1615000	1615	14364	866.01237	-46488.518	1607.8069	-44880.711	2.5771971
1620000	1620	14364	882.82763	-46511.056	1639.0255	-44872.03	2.5719915
1625000	1625	14364	881.08686	-46492.526	1635.7937	-44856.732	2.5754767
1630000	1630	14364	879.08329	-46512.069	1632.0739	-44879.995	2.5761198
1635000	1635	14364	886.50678	-46487.732	1645.8561	-44841.876	2.5802315
1640000	1640	14364	875.42296	-46471.315	1625.2783	-44846.037	2.5748519
1645000	1645	14364	873.49379	-46505.665	1621.6967	-44883.969	2.5795078
1650000	1650	14364	891.65589	-46489.474	1655.4158	-44834.058	2.5756705
1655000	1655	14364	874.66504	-46493.136	1623.8712	-44869.265	2.5732954
1660000	1660	14364	878.23517	-46492.07	1630.4993	-44861.571	2.5788525
1665000	1665	14364	877.24745	-46479.72	1628.6656	-44851.054	2.5722236
1670000	1670	14364	884.03313	-46495.288	1641.2636	-44854.025	2.5727633
1675000	1675	14364	883.96676	-46487.217	1641.1404	-44846.076	2.5800442
1680000	1680	14364	884.33225	-46490.348	1641.8189	-44848.529	2.5781748
1685000	1685	14364	885.20683	-46502.647	1643.4427	-44859.204	2.5759199
1690000	1690	14364	883.85583	-46499.34	1640.9344	-44858.406	2.5788463
1695000	1695	14364	884.29903	-46497.712	1641.7573	-44855.955	2.5751431
1700000	1700	14364	882.75529	-46490.175	1638.8912	-44851.284	2.5675605
1705000	1705	14364	882.15882	-46485.565	1637.7838	-44847.781	2.5781978
1710000	1710	14364	884.00333	-46504.355	1641.2083	-44863.147	2.5763714
1715000	1715	14364	881.98981	-46502.95	1637.4701	-44865.48	2.5731737
1720000	1720	14364	882.19432	-46494.539	1637.8498	-44856.689	2.5776818
1725000	1725	14364	881.35263	-46493.124	1636.2871	-44856.837	2.5780458
1730000	1730	14364	868.768	-46488.192	1612.9229	-44875.269	2.5751076
1735000	1735	14364	876.75471	-46477.059	1627.7508	-44849.308	2.575856
1740000	1740	14364	881.14296	-46509.084	1635.8978	-44873.186	2.5796115
1745000	1745	14364	885.89436	-46504.711	1644.7191	-44859.992	2.5714339
1750000	1750	14364	891.47572	-46499.579	1655.0813	-44844.498	2.5732391
1755000	1755	14364	890.06355	-46505.046	1652.4595	-44852.587	2.5777207
1760000	1760	14364	881.27076	-46475.189	1636.1351	-44839.054	2.5769288
1765000	1765	14364	884.33901	-46483.381	1641.8315	-44841.549	2.5723721
1770000	1770	14364	878.32023	-46483.974	1630.6572	-44853.317	2.5789213
1775000	1775	14364	879.66915	-46509.624	1633.1616	-44876.462	2.5746822
1780000	1780	14364	885.68267	-46491.89	1644.3261	-44847.564	2.571678
1785000	1785	14364	877.87414	-46489.675	1629.829	-44859.846	2.5755598
1790000	1790	14364	880.84053	-46500.103	1635.3363	-44864.766	2.5708829
1795000	1795	14364	883.76695	-46477.804	1640.7694	-44837.035	2.5765322
1800000	1800	14364	892.92479	-46482.831	1657.7715	-44825.06	2.5705098
1805000	1805	14364	883.63441	-46492.975	1640.5234	-44852.452	2.5729696
1810000	1810	14364	884.29566	-46502.494	1641.751	-44860.743	2.5771334
1815000	1815	14364	872.80029	-46501.566	1620.4091	-44881.157	2.5745132
1820000	1820	14364	873.27276	-46505.945	1621.2863	-44884.659	2.5719719
1825000	1825	14364	876.70663	-46483.844	1627.6615	-44856.182	2.5719148
1830000	1830	14364	883.87919	-46487.308	1640.9778	-44846.33	2.5741192
